track_name,track_artist,track_popularity,track_album_name,release_year,song_genre,danceability,energy,key,loudness,mode,speechiness,liveness,valence,tempo,duration,tempo_type,speechiness_type,key_values
Hotshot,Brame & Hamo,34,The Parish Rumors EP,2015,edm,0.91,0.71,6,-9.06,0,0.36,0.0474,0.54,118.03,277,Moderato,Mix of Lyrics & Beats,"F♯,G♭"
You Can Win,Bileo,48,You Can Win,2014,edm,0.76,0.9,2,-9.25,0,0.08,0.407,0.96,130.35,206,Allegro,No Lyrics,D
Black Fur,Elder Island,61,Seeds in Sand,2016,edm,0.76,0.49,6,-7.98,0,0.03,0.0795,0.43,119.97,292,Moderato,No Lyrics,"F♯,G♭"
Big Love - Eat Me Edit,Pete Heller,0,Return of the 90s,2012,edm,0.67,0.86,9,-6.08,1,0.04,0.0617,0.55,126.8,241,Allegro,No Lyrics,A
Wine & Chocolates - andhim Remix Radio Version,Theophilus London,47,Wine & Chocolates (andhim Remix Radio Version),2012,edm,0.79,0.77,0,-7.17,1,0.05,0.29,0.55,120.02,227,Allegro,No Lyrics,C
M'ongeule M'am,EKO,24,Pop Makossa (Analog Africa No. 23),2017,edm,0.65,0.91,5,-11.7,0,0.06,0.321,0.89,122.79,243,Allegro,No Lyrics,F
She Can't Love You,Chemise,51,A Night to Remember (Mixed By Tony Okungbowa & Jojoflores),2012,edm,0.96,0.74,4,-6.6,0,0.09,0.303,0.69,114.69,218,Moderato,No Lyrics,E
Cerrone's Paradise,Cerrone,0,"Cerrone I, II, III",2014,edm,0.78,0.84,10,-5.48,1,0.06,0.0671,0.82,125.95,234,Allegro,No Lyrics,"A♯,B♭"
Hands off Instrumental,Casual T,31,"Beach Diggin', Vol. 3",2015,edm,0.78,0.66,1,-9.09,1,0.12,0.0729,0.75,115.97,264,Moderato,No Lyrics,"C♯,D♭"
Ponzu Beach - Original Mix,Ponzu Island,22,Ponzu Beach,2016,edm,0.96,0.67,0,-7.12,1,0.05,0.124,0.92,119.98,135,Moderato,No Lyrics,C
Music Is The Only Way I Can Cominicate (edit),Shake,21,Lost in Space,2013,edm,0.72,0.74,4,-10.25,0,0.05,0.0579,0.93,137.04,246,Allegro,No Lyrics,E
W18,Cassius,36,W18,2018,edm,0.72,0.76,1,-7.18,1,0.06,0.281,0.53,125,238,Allegro,No Lyrics,"C♯,D♭"
Time for a Change,Benita,29,Time for a Change,2017,edm,0.69,0.8,0,-9.62,0,0.1,0.137,0.61,121.26,206,Allegro,No Lyrics,C
Neutron Dance - Edit,Krystal Klear,48,Neutron Dance (Edit),2018,edm,0.68,0.84,7,-7.38,1,0.04,0.328,0.83,125.03,172,Allegro,No Lyrics,G
I Wait - Mall Grab Remix,Ron Blanco,24,I Wait,2017,edm,0.77,0.8,11,-7.64,0,0.03,0.0834,0.17,120.01,244,Allegro,No Lyrics,B
64 Ways,Detroit Swindle,45,Boxed Out,2014,edm,0.76,0.73,3,-10.55,0,0.13,0.676,0.53,115.02,284,Moderato,No Lyrics,"D♯,E♭"
Who - Radio Edit,Tujamo,32,Who,2012,edm,0.89,0.74,1,-6.58,1,0.06,0.0362,0.36,124.99,191,Allegro,No Lyrics,"C♯,D♭"
Fogo (feat. Julimar Santos),Garmiani,53,Fogo (feat. Julimar Santos),2017,edm,0.75,0.97,5,-2.56,0,0.1,0.325,0.67,128.06,148,Allegro,No Lyrics,F
Getting Money (feat. 808Charmer),Tujamo,56,Getting Money (feat. 808Charmer),2019,edm,0.81,0.95,11,-4.14,1,0.1,0.341,0.52,124.98,157,Allegro,No Lyrics,B
Wakanda,Dimitri Vegas & Like Mike,38,Wakanda,2013,edm,0.62,0.97,5,-2.69,0,0.08,0.0511,0.3,130.01,299,Allegro,No Lyrics,F
Tremor - Sensation 2014 Anthem; Radio Edit,Dimitri Vegas & Like Mike,42,Tremor (Sensation 2014 Anthem),2014,edm,0.62,0.92,11,-5,1,0.04,0.196,0.22,127.99,193,Allegro,No Lyrics,B
SMASH! - Edit,Ummet Ozcan,37,SMASH! (Edit),2014,edm,0.73,0.97,1,-3.17,1,0.04,0.0658,0.28,128,214,Allegro,No Lyrics,"C♯,D♭"
Smash - Mix Version,Jeffy D,16,Smash: Tribute to Ummet Ozcan,2014,edm,0.61,0.95,5,-1.75,0,0.07,0.348,0.28,128.03,173,Allegro,No Lyrics,F
Feel It - Steve Aoki Remix,Max Styler,22,Dim Mak Greatest Hits 2018: Remixes,2019,edm,0.66,0.96,9,-1.33,0,0.04,0.0528,0.41,128.01,236,Allegro,No Lyrics,A
Booyah 2018 Remixes (feat. We Are Loud & Sonny Wilson) - Breathe Carolina Remix,Showtek,57,Booyah 2018 Remixes (feat. We Are Loud & Sonny Wilson),2018,edm,0.56,0.96,3,-1.5,0,0.05,0.351,0.59,128.01,229,Allegro,No Lyrics,"D♯,E♭"
Booty Bounce - Radio Edit,Tujamo,59,Booty Bounce (Radio Edit),2015,edm,0.66,0.98,0,-3.5,1,0.04,0.0577,0.56,128,201,Allegro,No Lyrics,C
Cream - Radio Edit,Tujamo,46,Cream (Radio Edit),2015,edm,0.71,1,5,-2.73,1,0.04,0.0842,0.64,127.99,154,Allegro,No Lyrics,F
S.A.X. - Original Mix,Laidback Luke,44,S.A.X.,2015,edm,0.68,0.99,8,-3.6,1,0.07,0.0798,0.38,128,258,Allegro,No Lyrics,"G♯,A♭"
Keep Pushin' (feat. Inaya Day),Tujamo,39,Keep Pushin' (feat. Inaya Day),2017,edm,0.69,0.96,9,-2.64,1,0.25,0.109,0.46,128.04,180,Allegro,No Lyrics,A
Hey Mister,Tujamo,23,Deejays Favourites 2014.1 (Summer Edition),2014,edm,0.8,0.88,0,-5.93,1,0.05,0.0471,0.43,127,281,Allegro,No Lyrics,C
Stampede - Major Lazer x P.A.F.F. Remix,Dimitri Vegas & Like Mike,25,Stampede (Major Lazer x P.A.F.F. Remix),2014,edm,0.63,0.81,2,-4.3,1,0.05,0.326,0.19,150.02,271,Allegro,No Lyrics,D
Animals - Victor Niglio & Martin Garrix Festival Trap Remix,Martin Garrix,41,Animals (The Remixes Pt. 1),2014,edm,0.66,0.87,1,-4.31,1,0.04,0.0343,0.37,139.99,198,Allegro,No Lyrics,"C♯,D♭"
Deep Down Low,Valentino Khan,60,Deep Down Low,2015,edm,0.79,0.9,5,-1.51,0,0.07,0.0876,0.5,126,190,Allegro,No Lyrics,F
WITH U (feat. Karen Harding) - David Puentez Remix,Tujamo,49,WITH U (feat. Karen Harding) [David Puentez Remix],2019,edm,0.8,0.65,5,-4.03,0,0.07,0.344,0.73,124.08,190,Allegro,No Lyrics,F
EDM Bubble,Jay Hardway,59,EDM Bubble,2018,edm,0.63,0.84,6,-3.97,0,0.04,0.122,0.62,127.98,143,Allegro,No Lyrics,"F♯,G♭"
Keep It Goin',Deorro,21,Keep It Goin',2019,edm,0.83,0.92,0,-5.6,1,0.09,0.239,0.48,124.99,175,Allegro,No Lyrics,C
Toulouse - Bobby Anthony Vocal Mix,Nicky Romero,49,Toulouse (Bobby Anthony Vocal Mix),2012,edm,0.64,0.83,5,-5.53,0,0.27,0.509,0.61,127.88,178,Allegro,No Lyrics,F
Bum Bum Tam Tam - David Guetta Remix,MC Fioti,41,Bum Bum Tam Tam (David Guetta Remix),2018,edm,0.72,0.88,10,-6.4,0,0.04,0.069,0.53,127.99,249,Allegro,No Lyrics,"A♯,B♭"
Supernova (Interstellar) - Radio Edit,Steve Aoki,44,Supernova (Interstellar) [Radio Edit],2016,edm,0.61,0.96,1,-3.66,1,0.07,0.735,0.41,130.03,188,Allegro,No Lyrics,"C♯,D♭"
Fcukin Beats,Laidback Luke,42,Fcukin Beats,2016,edm,0.76,0.95,11,-4.26,1,0.06,0.0784,0.82,126.02,171,Allegro,No Lyrics,B
Supermash - Radio Edit,Rudeejay,17,Supermash,2015,edm,0.7,0.99,7,-2.69,1,0.12,0.308,0.32,130.1,187,Allegro,No Lyrics,G
With U (feat. Karen Harding),Tujamo,62,With U (feat. Karen Harding),2018,edm,0.78,0.86,8,-4.06,1,0.03,0.0469,0.67,122.02,185,Allegro,No Lyrics,"G♯,A♭"
California - Chris Lake & Matroda Remix,SNBRN,49,California,2015,edm,0.78,0.81,10,-4.04,0,0.08,0.119,0.38,124.03,306,Allegro,No Lyrics,"A♯,B♭"
Epic - Garmiani Remix,Sandro Silva,59,Epic (Garmiani Remix),2018,edm,0.75,0.99,4,-1.38,1,0.07,0.056,0.05,127.97,156,Allegro,No Lyrics,E
Burn (Let Your Mind Go) (feat. Luciana) - Radio Edit,KSHMR,52,Burn (Let Your Mind Go) [feat. Luciana],2014,edm,0.63,0.92,7,-5.25,0,0.27,0.348,0.14,127.99,174,Allegro,No Lyrics,G
Collab Bro,Timmy Trumpet,49,Collab Bro,2016,edm,0.51,0.9,2,-3.9,1,0.34,0.87,0.09,127.84,181,Allegro,Mix of Lyrics & Beats,D
Funk You,Tujamo,46,Funk You,2018,edm,0.74,0.97,0,-2.31,1,0.12,0.219,0.15,125.8,168,Allegro,No Lyrics,C
Delirious (Boneless) (feat. Kid Ink) - Chris Lorenzo Remix,Steve Aoki,31,Delirious (Boneless) (feat. Kid Ink) [Remixes],2014,edm,0.83,0.93,8,-4.34,0,0.13,0.31,0.87,127.98,258,Allegro,No Lyrics,"G♯,A♭"
Ring The Alarm - Stadiumx Remix,Nicky Romero,49,Ring The Alarm (Remixes),2019,edm,0.62,0.99,1,-1.69,1,0.05,0.767,0.35,125.03,173,Allegro,No Lyrics,"C♯,D♭"
Rock The House,Afrojack,41,Rock The House,2012,edm,0.69,0.84,4,-5.59,0,0.09,0.137,0.54,130.05,231,Allegro,No Lyrics,E
Superlove (Avicii vs. Lenny Kravitz) - Radio Edit,Avicii,0,Running Songs: The Collection,2015,edm,0.6,0.95,9,-3.14,0,0.04,0.146,0.97,127.96,180,Allegro,No Lyrics,A
Symphonica - Radio Edit,Nicky Romero,30,Symphonica,2013,edm,0.65,0.71,0,-2.24,0,0.04,0.215,0.15,128.05,180,Allegro,No Lyrics,C
"Watch Out for This (Bumaye) - Dimitri Vegas & Like Mike Tomorrowland Remix; feat. Busy Signal, the Flexican & FS Green",Major Lazer,17,Watch Out For This [Bumaye] (Remixes),2013,edm,0.83,0.79,1,-3.5,1,0.12,0.098,0.5,128,301,Allegro,No Lyrics,"C♯,D♭"
Vicious - Original Mix Edit,Ibranovski,0,Vicious,2014,edm,0.6,0.9,4,-6.01,0,0.05,0.121,0.23,128,179,Allegro,No Lyrics,E
Fifteen [Mix Cut] - Hardwell Edit,Blasterjaxx,14,Dance Essentials 2014 - Armada Music (Mixed Version),2014,edm,0.66,0.93,9,-6.33,1,0.04,0.35,0.12,128.01,186,Allegro,No Lyrics,A
We Like To Party - Radio Edit,Showtek,0,We Like To Party,2013,edm,0.57,0.91,1,-6.39,0,0.04,0.371,0.26,127.96,209,Allegro,No Lyrics,"C♯,D♭"
Guitar Track,Sander Van Doorn & Firebeatz,0,Guitar Track,2014,edm,0.56,0.88,7,-6.33,1,0.04,0.163,0.24,127.99,270,Allegro,No Lyrics,G
In My Mind (feat. Georgi Kay) - Axwell Radio Edit,Ivan Gough,61,In My Mind (feat. Georgi Kay),2012,edm,0.51,0.83,7,-4.51,0,0.06,0.346,0.38,128.03,186,Allegro,No Lyrics,G
Footprints,Tiësto,44,A Town Called Paradise,2014,edm,0.64,0.77,1,-4.68,0,0.03,0.0521,0.29,128.03,257,Allegro,No Lyrics,"C♯,D♭"
Last Train,Tiësto,40,A Town Called Paradise,2014,edm,0.63,0.92,10,-3.67,1,0.07,0.0873,0.48,127.98,289,Allegro,No Lyrics,"A♯,B♭"
Set Yourself Free,Tiësto,41,A Town Called Paradise,2014,edm,0.51,0.89,8,-3.17,1,0.05,0.645,0.24,127.9,279,Allegro,No Lyrics,"G♯,A♭"
Take Me - Radio Edit,Tiësto,49,A Town Called Paradise,2014,edm,0.58,0.78,0,-4.84,1,0.03,0.15,0.6,127.99,212,Allegro,No Lyrics,C
Dare You (feat. Matthew Koma) - Radio Edit,Hardwell,27,Dare You (Radio Edit) (feat. Matthew Koma),2013,edm,0.46,0.89,9,-4.3,1,0.05,0.0901,0.16,127.89,218,Allegro,No Lyrics,A
Apollo - Radio Edit,Hardwell,50,Apollo,2013,edm,0.56,0.74,9,-6.12,1,0.07,0.639,0.28,128.06,210,Allegro,No Lyrics,A
Best Day Of My Life - Gazzo Remix,American Authors,55,Best Day Of My Life (Gazzo Remix),2014,edm,0.63,0.96,11,-1.55,0,0.08,0.225,0.4,125,198,Allegro,No Lyrics,B
As Your Friend,Afrojack,37,Forget The World (Deluxe),2014,edm,0.67,0.81,8,-4.96,0,0.07,0.0822,0.36,128.05,292,Allegro,No Lyrics,"G♯,A♭"
All Night - Cash Cash Radio Edit,Icona Pop,42,All Night (Remixes),2013,edm,0.59,0.86,4,-2.04,1,0.16,0.139,0.3,128.07,206,Allegro,No Lyrics,E
Ten Feet Tall - Borgeous Remix,Afrojack,18,Ten Feet Tall (Remixes),2014,edm,0.68,0.72,0,-4.17,1,0.05,0.064,0.26,126.95,290,Allegro,No Lyrics,C
Invincible - Original Mix,Borgeous,0,Invincible,2014,edm,0.65,0.78,6,-4.27,0,0.03,0.0878,0.29,127.98,282,Allegro,No Lyrics,"F♯,G♭"
When We Were Young (feat. The Chain Gang of 1974),Dillon Francis,33,"Money Sucks, Friends Rule",2015,edm,0.59,0.84,1,-4.3,1,0.05,0.313,0.46,128.03,200,Allegro,No Lyrics,"C♯,D♭"
Ocarina,Dimitri Vegas & Like Mike,0,Ocarina,2015,edm,0.58,0.96,0,-5.99,0,0.06,0.0534,0.13,130.01,295,Allegro,No Lyrics,C
Carried Away - Tiësto Remix,Passion Pit,1,"Club Life, Vol. 3 - Stockholm (Spotify Exclusive)",2013,edm,0.65,0.75,10,-4.96,1,0.11,0.175,0.34,128.14,255,Allegro,No Lyrics,"A♯,B♭"
Anchor,Tritonal,42,Metamorphic III,2014,edm,0.54,0.83,8,-3.76,1,0.04,0.054,0.18,130.07,217,Allegro,No Lyrics,"G♯,A♭"
Wildfire - Radio Edit,Borgeous,0,Wildfire,2014,edm,0.55,0.75,6,-4.46,0,0.04,0.0587,0.11,127.99,225,Allegro,No Lyrics,"F♯,G♭"
Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,Swedish House Mafia,47,Disc-Overy,2010,edm,0.74,0.93,7,-5.89,0,0.07,0.402,0.66,125.03,206,Allegro,No Lyrics,G
All My Friends - Radio Edit,Tommy Trash,0,All My Friends (feat. Mr Wilson),2011,edm,0.7,0.62,10,-5,1,0.21,0.518,0.51,128.06,212,Allegro,No Lyrics,"A♯,B♭"
I Love It - Tiësto's Club Life Remix,Icona Pop,1,"Club Life, Vol. 3 - Stockholm (Spotify Exclusive)",2013,edm,0.44,0.95,8,-4.82,0,0.13,0.347,0.18,128.16,240,Allegro,No Lyrics,"G♯,A♭"
Don't Stop The The Madness **Hardwell Exclusive** [Mix Cut] - Original Mix,Hardwell,33,Hardwell On Air - Best Of December 2014,2015,edm,0.68,0.91,7,-4.48,1,0.28,0.341,0.07,129.98,222,Allegro,No Lyrics,G
Redline - Radio Edit,Wolfgang Gartner,27,Redline (Radio Edit),2013,edm,0.59,0.85,1,-2.8,1,0.05,0.401,0.47,128.05,188,Allegro,No Lyrics,"C♯,D♭"
Like Home - Radio Edit,Nicky Romero,45,Like Home,2013,edm,0.57,0.89,2,-2.8,0,0.04,0.333,0.24,127.91,200,Allegro,No Lyrics,D
You're Gonna Love Again,NERVO,35,You're Gonna Love Again,2012,edm,0.41,0.89,1,-5.21,0,0.07,0.135,0.28,125.98,201,Allegro,No Lyrics,"C♯,D♭"
Escape (Into The Sunset) - Radio Mix,Quintino,0,Escape (Into The Sunset) (featuring Una),2015,edm,0.57,0.8,2,-7.19,1,0.09,0.398,0.17,128,184,Allegro,No Lyrics,D
Give It All - Vylw Remix,Urban Praise Project,24,Give It All (Vylw Remix),2019,edm,0.77,0.93,0,-3.48,0,0.07,0.106,0.72,121.94,181,Allegro,No Lyrics,C
Fool - Original Mix,Geek Boy,17,Fool,2015,edm,0.51,0.75,11,-6.16,0,0.03,0.306,0.31,72.98,243,Adagio,No Lyrics,B
Child In Your Arms (Capital Kings Remix) [feat. Aaron Cole],Ryan Stevenson,39,Child In Your Arms (Capital Kings Remix) [feat. Aaron Cole],2018,edm,0.7,0.79,1,-6.15,0,0.05,0.338,0.45,104.03,186,Andante,No Lyrics,"C♯,D♭"
Home - Geekboy Remix,LZ7,33,Home,2016,edm,0.47,0.87,8,-6.57,1,0.12,0.339,0.14,149.9,256,Allegro,No Lyrics,"G♯,A♭"
Exposure,Nash Hawkins,5,Exposure,2019,edm,0.84,0.57,8,-7.81,0,0.03,0.106,0.46,106.02,179,Andante,No Lyrics,"G♯,A♭"
Higher (feat. Deronda K. Lewis),Twelve24,22,From the Ground Up,2015,edm,0.75,0.83,10,-8.22,0,0.08,0.0414,0.78,127,207,Allegro,No Lyrics,"A♯,B♭"
Change The World (feat. Hollyn) [David Thulin Remix],Derek Minor,21,Change The World (Remixes),2017,edm,0.6,0.9,0,-6.5,1,0.04,0.528,0.66,127.99,232,Allegro,No Lyrics,C
Holiday - MyKidBrother Remix,Britt Nicole,0,THE REMIXES,2015,edm,0.77,0.74,4,-3.39,0,0.06,0.151,0.59,95.97,223,Andante,No Lyrics,E
Im Here For a Reason (feat. Kaio Deodato & Sou.Za) - DLMark Remix,Gui Brazil,13,Im Here For a Reason (Remixes),2018,edm,0.66,0.93,2,-5.56,1,0.06,0.0599,0.06,128.02,219,Allegro,No Lyrics,D
Love Like You (Laudr8 Remix),N + I,38,Love Like You (Laudr8 Remix),2019,edm,0.82,0.77,0,-4.53,0,0.1,0.0966,0.34,121.97,161,Allegro,No Lyrics,C
God Only Knows (R3HAB Remix),for KING & COUNTRY,54,God Only Knows (R3HAB Remix),2019,edm,0.54,0.7,11,-7.57,0,0.06,0.515,0.44,144.01,155,Allegro,No Lyrics,B
I Can't Quit (feat. Reconcile),Capital Kings,0,I Can't Quit (feat. Reconcile),2016,edm,0.67,0.97,0,-3.13,0,0.11,0.278,0.36,127.99,208,Allegro,No Lyrics,C
In the Water,GAWVI,0,Lost in Hue - EP,2016,edm,0.6,0.73,3,-8.54,1,0.08,0.17,0.16,119.78,275,Moderato,No Lyrics,"D♯,E♭"
Still Got Me (feat. Jocelyn Bowman),GAWVI,0,Holding Hue - EP,2016,edm,0.66,0.63,6,-6.26,1,0.04,0.108,0.65,112.05,230,Moderato,No Lyrics,"F♯,G♭"
Free (feat. T-Jay),GAWVI,0,Holding Hue - EP,2016,edm,0.69,0.68,1,-7.74,1,0.14,0.0453,0.56,105.09,211,Andante,No Lyrics,"C♯,D♭"
Thrive (The nightSHIFT Remix),Casting Crowns,24,Thrive (The nightSHIFT Remix),2015,edm,0.57,0.89,6,-3.28,1,0.04,0.114,0.76,128.03,298,Allegro,No Lyrics,"F♯,G♭"
Northern Sky (feat. Kb),Capital Kings,0,II,2015,edm,0.66,0.96,7,-2.79,1,0.07,0.0796,0.39,144.96,207,Allegro,No Lyrics,G
This Is Not a Test (Capital Kings Remix) [feat. Tobymac],Capital Kings,0,II,2015,edm,0.67,0.83,0,-5.48,1,0.05,0.353,0.59,130.04,155,Allegro,No Lyrics,C
Into Your Arms (Eli Ramzy Remix),Capital Kings,0,II,2015,edm,0.44,0.89,4,-4.4,0,0.09,0.0982,0.07,130.02,213,Allegro,No Lyrics,E
What A Beautiful Name - Y&F Remix,Hillsong Worship,0,What A Beautiful Name - EP,2017,edm,0.48,0.73,2,-7.12,1,0.06,0.104,0.4,151.94,239,Allegro,No Lyrics,D
Fireblazin,Capital Kings,0,II,2015,edm,0.51,0.92,0,-4.33,1,0.05,0.0626,0.23,129.97,256,Allegro,No Lyrics,C
All the Way (Neon Feather Remix),Capital Kings,0,Remixd,2014,edm,0.52,0.86,7,-4.11,1,0.19,0.204,0.28,127.89,211,Allegro,No Lyrics,G
Im Here For a Reason (feat. Kaio Deodato & Sou.Za) - Mack Christopher Remix,Gui Brazil,28,Im Here For a Reason (Remixes),2018,edm,0.71,0.96,9,-2.04,1,0.1,0.11,0.32,128.02,191,Allegro,No Lyrics,A
Love With Your Life (Capital Kings Remix),Hollyn,0,Love With Your Life (Capital Kings Remix),2016,edm,0.74,0.92,10,-2.84,0,0.04,0.134,0.51,127.97,202,Allegro,No Lyrics,"A♯,B♭"
Alive (Remix),Hillsong Young & Free,0,We Are Young & Free - The Remixes,2015,edm,0.52,0.85,4,-5.26,1,0.08,0.124,0.46,154.94,229,Allegro,No Lyrics,E
God's Great Dance Floor - Remix,Reyer,31,God's Great Dance Floor,2013,edm,0.62,0.56,6,-8.57,0,0.09,0.0835,0.63,127.98,230,Allegro,No Lyrics,"F♯,G♭"
Afterlight,Capital Kings,0,II,2015,edm,0.62,0.96,6,-3.78,0,0.07,0.119,0.21,128.05,224,Allegro,No Lyrics,"F♯,G♭"
Upgraded,Capital Kings,0,II,2015,edm,0.66,0.93,5,-2.96,0,0.43,0.0937,0.24,127,220,Allegro,Mix of Lyrics & Beats,F
I Feel so Alive,Capital Kings,1,Capital Kings,2013,edm,0.62,0.81,1,-5.18,1,0.03,0.0606,0.63,128,215,Allegro,No Lyrics,"C♯,D♭"
In the Wild,Capital Kings,0,II,2015,edm,0.58,0.91,1,-5.92,0,0.04,0.125,0.33,128.01,190,Allegro,No Lyrics,"C♯,D♭"
You Are the One Thing,Bright City,20,You Are the One Thing,2017,edm,0.5,0.82,1,-6.24,0,0.06,0.227,0.31,146.06,205,Allegro,No Lyrics,"C♯,D♭"
Something Bout U,GAWVI,0,We Belong,2017,edm,0.54,0.66,1,-7.14,0,0.08,0.374,0.15,124.45,227,Allegro,No Lyrics,"C♯,D♭"
Satellites,Capital Kings,0,II,2015,edm,0.59,0.93,11,-4.09,0,0.08,0.129,0.37,128.06,231,Allegro,No Lyrics,B
Not Backing Down,Blanca,40,Blanca,2015,edm,0.69,0.85,9,-3.57,1,0.07,0.0668,0.54,138.11,199,Allegro,No Lyrics,A
Love Is on Our Side,Capital Kings,0,Love Is on Our Side,2017,edm,0.46,0.8,8,-4.47,0,0.04,0.0828,0.33,134.95,199,Allegro,No Lyrics,"G♯,A♭"
Relentless (Young & Free Remix),Hillsong Young & Free,0,The White Album [Remix Project],2014,edm,0.49,0.72,11,-7.48,0,0.03,0.0945,0.36,130.01,245,Allegro,No Lyrics,B
Even When It Hurts (feat. Hillsong United & Samuel Nuñez),Mr Jham,26,Even When It Hurts (feat. Hillsong United & Samuel Nuñez),2017,edm,0.72,0.5,2,-10.41,1,0.05,0.0769,0.33,119.95,198,Moderato,No Lyrics,D
Glow - JSapp Remix,Britt Nicole,21,THE REMIXES,2015,edm,0.7,0.89,2,-3.11,0,0.05,0.0994,0.42,128.04,234,Allegro,No Lyrics,D
Take Me Back (Neon Feather Remix),Urban Rescue,32,Re-Imagined,2015,edm,0.48,0.66,3,-7.21,0,0.04,0.0841,0.19,128.01,285,Allegro,No Lyrics,"D♯,E♭"
Light Is My Home (feat. Allan James),Carlos Herrera Music,27,Light Is My Home (feat. Allan James),2016,edm,0.63,0.89,3,-5.6,0,0.06,0.0582,0.42,127.99,198,Allegro,No Lyrics,"D♯,E♭"
Glow In The Dark - Grapishsoda Remix,Family Force 5,0,Time Still Stands,2015,edm,0.64,0.86,5,-4.42,1,0.03,0.343,0.46,115.01,195,Moderato,No Lyrics,F
Everlasting,Chris Howland,23,The Sound of His Nation Vol. 1,2017,edm,0.72,0.85,1,-4.19,1,0.04,0.0804,0.44,126.01,185,Allegro,No Lyrics,"C♯,D♭"
Divine Sign,Judah Banke,9,The Sound of His Nation Vol. 1,2017,edm,0.63,0.6,6,-5.01,0,0.03,0.313,0.25,127.98,221,Allegro,No Lyrics,"F♯,G♭"
Live for the Drop,Capital Kings,0,II,2015,edm,0.62,0.92,1,-3.54,1,0.05,0.0669,0.52,150.05,192,Allegro,No Lyrics,"C♯,D♭"
Don't Wanna Wake Up,Capital Kings,1,Don't Wanna Wake Up,2017,edm,0.66,0.84,5,-4.27,0,0.05,0.0961,0.31,112.03,227,Moderato,No Lyrics,F
Afterlife (Reyer Remix),Reyer,22,Worship: The Remix Project,2015,edm,0.71,0.73,9,-9.04,0,0.06,0.156,0.53,122.96,198,Allegro,No Lyrics,A
All Good,Capital Kings,49,All Good,2017,edm,0.56,0.8,9,-4.62,1,0.05,0.181,0.2,147.08,205,Allegro,No Lyrics,A
¡Hola!,Hollyn,38,¡Hola!,2017,edm,0.61,0.71,7,-6.25,1,0.04,0.138,0.52,74.99,196,Adagio,No Lyrics,G
Unperfect,Deraj,18,Goodish - EP,2017,edm,0.69,0.64,4,-5.25,0,0.09,0.0765,0.37,129.99,269,Allegro,No Lyrics,E
Desire (feat. Darrein Safron),GAWVI,0,Holding Hue - EP,2016,edm,0.44,0.62,7,-8.96,1,0.05,0.219,0.39,119.85,230,Moderato,No Lyrics,G
Rip It Up (feat. Aaron Cole),Capital Kings,43,Rip It Up (feat. Aaron Cole),2017,edm,0.62,0.91,11,-4.74,0,0.05,0.0899,0.37,153,207,Allegro,No Lyrics,B
High Note,GAWVI,0,High Note,2017,edm,0.79,0.68,2,-6.79,1,0.05,0.0927,0.74,110.97,194,Moderato,No Lyrics,D
HIT THE LOTTO,GAWVI,0,HIT THE LOTTO,2017,edm,0.7,0.58,5,-7.05,0,0.09,0.234,0.42,124.88,230,Allegro,No Lyrics,F
I Hear Your Call,Marshall Marshall,15,Lost // Found,2017,edm,0.44,0.66,1,-6.26,0,0.07,0.275,0.16,120.13,232,Allegro,No Lyrics,"C♯,D♭"
Don't Look Down (feat. Blake Young),CASS,42,Don't Look Down (feat. Blake Young),2017,edm,0.75,0.71,0,-5.44,1,0.15,0.149,0.87,149.93,212,Allegro,No Lyrics,C
No Longer Slaves (Reyer & Retain Remix),Reyer,36,Worship: The Remix Project,2015,edm,0.63,0.66,9,-8.13,1,0.06,0.062,0.55,128.07,211,Allegro,No Lyrics,A
Pieces (Reyer Remix),Reyer,11,Pieces (Reyer Remix),2016,edm,0.64,0.72,5,-10.14,1,0.03,0.109,0.28,100.98,232,Andante,No Lyrics,F
Break Every Chain (Reyer Remix),Reyer,25,Worship: The Remix Project,2015,edm,0.68,0.83,9,-6.45,0,0.1,0.082,0.7,127.97,270,Allegro,No Lyrics,A
Like a Lion - Reyer Remix,Reyer,18,Like a Lion,2017,edm,0.67,0.79,7,-9.35,0,0.07,0.0801,0.24,125,182,Allegro,No Lyrics,G
Wide Awake - Chris Howland Remix,Joel Vaughn,0,Kinetic,2016,edm,0.63,0.54,4,-6.06,1,0.05,0.25,0.3,124.96,251,Allegro,No Lyrics,E
Immortals - (Chris Howland Remix),Terine,14,Like Kids Remixed,2017,edm,0.82,0.61,1,-4.4,1,0.3,0.0968,0.62,103.98,210,Andante,No Lyrics,"C♯,D♭"
CROWNS - DDCK Remix,CASS,23,GENESIS Remixes,2017,edm,0.6,0.87,1,-7.5,1,0.04,0.0959,0.14,127.03,217,Allegro,No Lyrics,"C♯,D♭"
Nothing to Lose,VYLW,5,Awake,2017,edm,0.48,0.87,1,-8.87,0,0.1,0.15,0.57,130.1,216,Allegro,No Lyrics,"C♯,D♭"
Tomorrow Will Come,CASS,38,Tomorrow Will Come,2018,edm,0.69,0.55,1,-7.77,0,0.11,0.363,0.52,143.95,182,Allegro,No Lyrics,"C♯,D♭"
Your Love Never Fails (Reyer Remix) - Remix,Reyer,15,Your Love Never Fails (Reyer Remix),2014,edm,0.65,0.81,11,-7.53,1,0.06,0.101,0.69,128.97,201,Allegro,No Lyrics,B
